Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open
00749,000374500,159.50,21.46,000.00,0
00750,000375000,159.50,21.46,000.00,0
00751,000375500,159.00,21.46,000.00,0
00752,000376000,159.00,21.46,000.00,0
00753,000376500,158.75,21.46,000.00,0
00754,000377000,159.00,21.46,000.00,0
00755,000377500,158.50,21.46,000.00,0
00756,000378000,158.50,21.46,000.00,0
00757,000378500,158.50,21.46,000.00,0
00758,000379000,158.00,21.46,000.00,0
00759,000379500,158.00,21.46,000.00,0
00760,000380000,158.25,21.46,000.00,0
00761,000380500,157.75,21.47,000.00,0
00762,000381000,157.50,21.46,000.00,0
00763,000381500,157.50,21.46,000.00,0
00764,000382000,157.50,21.46,000.00,0
00765,000382500,157.25,21.46,000.00,0
00766,000383000,157.00,21.47,000.00,0
00767,000383500,157.00,21.47,000.00,0
00768,000384000,156.25,21.46,000.00,0
00769,000384500,156.25,21.47,000.00,0
00770,000385000,156.25,21.48,000.00,0
00771,000385500,156.25,21.48,000.00,0
00772,000386000,155.75,21.47,000.00,0
00773,000386500,155.50,21.46,000.00,0
00774,000387000,155.00,21.46,000.00,0
00775,000387500,155.00,21.46,000.00,0
00776,000388000,155.50,21.47,000.00,0
00777,000388500,155.00,21.47,000.00,0
00778,000389000,155.00,21.47,000.00,0
00779,000389500,155.00,21.47,000.00,0
00780,000390000,155.25,21.48,000.00,0
00781,000390500,154.75,21.47,000.00,0
00782,000391000,154.50,21.48,000.00,0
00783,000391500,154.50,21.48,000.00,0
00784,000392000,154.25,21.48,000.00,0
00785,000392500,153.75,21.48,000.00,0
00786,000393000,153.25,21.47,000.00,0
00787,000393500,153.25,21.47,000.00,0
00788,000394000,153.25,21.47,000.00,0
00789,000394500,153.25,21.48,000.00,0
00790,000395000,153.25,21.48,000.00,0
00791,000395500,152.75,21.48,000.00,0
00792,000396000,152.50,21.48,000.00,0
00793,000396500,152.75,21.48,000.00,0
00794,000397000,152.75,21.48,000.00,0
00795,000397500,152.25,21.47,000.00,0
00796,000398000,152.25,21.48,000.00,0
00797,000398500,152.00,21.49,000.00,0
00798,000399000,152.00,21.49,000.00,0
00799,000399500,151.50,21.48,000.00,0
00800,000400000,151.50,21.48,000.00,0
00801,000400500,151.75,21.49,000.00,0
00802,000401000,151.75,21.49,000.00,0
00803,000401500,151.50,21.49,000.00,0
00804,000402000,151.00,21.49,000.00,0
00805,000402500,150.75,21.49,000.00,0
00806,000403000,150.75,21.49,000.00,0
00807,000403500,150.75,21.48,000.00,0
00808,000404000,150.75,21.48,000.00,0
00809,000404500,149.75,21.49,000.00,0
00810,000405000,149.75,21.49,000.00,0
00811,000405500,150.00,21.47,000.00,0
00812,000406000,149.75,21.49,000.00,0
00813,000406500,149.50,21.48,000.00,0
00814,000407000,149.50,21.48,000.00,0
00815,000407500,150.00,21.48,000.00,0
00816,000408000,150.00,21.49,000.00,0
00817,000408500,149.50,21.49,000.00,0
00818,000409000,149.50,21.49,000.00,0
00819,000409500,149.50,21.48,000.00,0
00820,000410000,149.00,21.48,000.00,0
00821,000410500,149.00,21.49,000.00,0
00822,000411000,149.00,21.49,000.00,0
00823,000411500,148.75,21.49,000.00,0
00824,000412000,148.00,21.49,000.00,0
00825,000412500,148.00,21.49,000.00,0
00826,000413000,148.00,21.49,000.00,0
00827,000413500,148.25,21.49,000.00,0
