Index,Time (ms),Temperature (C),pwm_controller (percent)
00922,000461000,136.75,030.00
00923,000461500,136.75,030.00
00924,000462000,136.75,030.00
00925,000462500,136.75,030.00
00926,000463000,136.75,030.00
00927,000463500,137.00,030.00
00928,000464000,137.00,030.00
00929,000464500,137.50,030.00
00930,000465000,137.50,030.00
00931,000465500,137.75,030.00
00932,000466000,137.75,030.00
00933,000466500,137.75,030.00
00934,000467000,138.00,030.00
00935,000467500,138.00,030.00
00936,000468000,138.25,030.00
00937,000468500,138.25,030.00
00938,000469000,138.25,030.00
00939,000469500,138.50,030.00
00940,000470000,138.50,030.00
00941,000470500,138.75,030.00
00942,000471000,138.75,030.00
00943,000471500,139.00,030.00
00944,000472000,139.00,030.00
00945,000472500,139.00,030.00
00946,000473000,139.25,030.00
00947,000473500,139.25,030.00
00948,000474000,139.00,030.00
00949,000474500,139.00,030.00
00950,000475000,139.00,030.00
00951,000475500,139.50,030.00
00952,000476000,139.50,030.00
00953,000476500,139.50,030.00
00954,000477000,139.50,030.00
00955,000477500,139.50,030.00
00956,000478000,140.00,030.00
00957,000478500,140.00,030.00
00958,000479000,140.25,030.00
00959,000479500,140.25,030.00
00960,000480000,140.50,030.00
00961,000480500,140.50,030.00
00962,000481000,140.50,030.00
00963,000481500,140.75,030.00
00964,000482000,140.75,030.00
00965,000482500,141.00,030.00
00966,000483000,141.00,030.00
00967,000483500,141.00,030.00
00968,000484000,141.50,030.00
00969,000484500,141.50,030.00
00970,000485000,141.50,030.00
00971,000485500,141.50,030.00
00972,000486000,141.50,030.00
00973,000486500,141.50,030.00
00974,000487000,141.50,030.00
00975,000487500,142.00,030.00
00976,000488000,142.00,030.00
00977,000488500,142.00,030.00
00978,000489000,142.00,030.00
00979,000489500,142.00,030.00
00980,000490000,142.00,030.00
00981,000490500,142.00,030.00
00982,000491000,142.50,030.00
00983,000491500,142.50,030.00
00984,000492000,142.50,030.00
00985,000492500,142.25,030.00
00986,000493000,142.25,030.00
00987,000493500,142.50,030.00
00988,000494000,142.50,030.00
00989,000494500,143.00,030.00
00990,000495000,143.00,030.00
00991,000495500,143.00,030.00
00992,000496000,143.00,030.00
00993,000496500,143.00,030.00
00994,000497000,143.25,030.00
00995,000497500,143.25,030.00
00996,000498000,143.25,030.00
00997,000498500,143.00,030.00
00998,000499000,143.00,030.00
00999,000499500,143.75,030.00
01000,000500000,143.75,030.00
01001,000500500,143.75,030.00
01002,000501000,143.75,030.00
01003,000501500,143.75,030.00
01004,000502000,143.50,030.00
01005,000502500,143.50,030.00
01006,000503000,144.25,030.00
01007,000503500,144.25,030.00
01008,000504000,144.25,030.00
01009,000504500,144.50,030.00
01010,000505000,144.50,030.00
01011,000505500,144.50,030.00
01012,000506000,144.50,030.00
01013,000506500,144.50,030.00
01014,000507000,145.00,030.00
01015,000507500,145.00,030.00
01016,000508000,145.00,030.00
01017,000508500,145.00,030.00
01018,000509000,145.25,030.00
01019,000509500,145.25,030.00
01020,000510000,145.25,030.00
01021,000510500,145.00,030.00
01022,000511000,145.00,030.00
01023,000511500,145.50,030.00
01024,000512000,145.50,030.00
01025,000512500,145.50,030.00
01026,000513000,145.50,030.00
01027,000513500,145.50,030.00
01028,000514000,146.00,030.00
01029,000514500,146.00,030.00
01030,000515000,146.00,030.00
01031,000515500,146.00,030.00
01032,000516000,146.00,030.00
01033,000516500,146.25,030.00
01034,000517000,146.25,030.00
01035,000517500,146.25,030.00
01036,000518000,146.25,030.00
01037,000518500,146.25,030.00
01038,000519000,146.50,030.00
01039,000519500,146.50,030.00
01040,000520000,146.75,030.00
01041,000520500,146.75,030.00
01042,000521000,146.75,030.00
01043,000521500,146.75,030.00
01044,000522000,146.75,030.00
01045,000522500,146.75,030.00
01046,000523000,146.75,030.00
01047,000523500,146.75,030.00
01048,000524000,147.00,030.00
01049,000524500,147.00,030.00
01050,000525000,147.25,030.00
01051,000525500,147.25,030.00
01052,000526000,147.75,030.00
01053,000526500,147.75,030.00
01054,000527000,147.75,030.00
01055,000527500,148.00,030.00
01056,000528000,148.00,030.00
01057,000528500,148.00,030.00
01058,000529000,148.00,030.00
01059,000529500,148.00,030.00
01060,000530000,148.25,030.00
01061,000530500,148.25,030.00
01062,000531000,148.25,030.00
01063,000531500,148.25,030.00
01064,000532000,148.25,030.00
01065,000532500,148.25,030.00
01066,000533000,148.25,030.00
01067,000533500,148.75,030.00
01068,000534000,148.75,030.00
01069,000534500,148.50,030.00
01070,000535000,148.50,030.00
01071,000535500,148.50,030.00
01072,000536000,149.00,030.00
01073,000536500,149.00,030.00
01074,000537000,148.50,030.00
01075,000537500,148.50,030.00
01076,000538000,148.50,030.00
01077,000538500,149.00,030.00
01078,000539000,149.00,030.00
01079,000539500,149.25,030.00
01080,000540000,149.25,030.00
01081,000540500,149.75,030.00
01082,000541000,149.75,030.00
01083,000541500,149.75,030.00
01084,000542000,149.75,030.00
01085,000542500,149.75,030.00
01086,000543000,149.25,030.00
01087,000543500,149.25,030.00
01088,000544000,149.25,030.00
01089,000544500,149.50,030.00
01090,000545000,149.50,030.00
01091,000545500,150.00,030.00
01092,000546000,150.00,030.00
01093,000546500,150.00,030.00
01094,000547000,150.00,030.00
01095,000547500,150.00,030.00
01096,000548000,150.50,030.00
01097,000548500,150.50,030.00
01098,000549000,150.50,030.00
01099,000549500,150.50,030.00
01100,000550000,150.50,030.00
01101,000550500,150.75,030.00
01102,000551000,150.75,030.00
01103,000551500,150.75,030.00
01104,000552000,150.75,030.00
01105,000552500,150.75,030.00
01106,000553000,151.00,030.00
01107,000553500,151.00,030.00
01108,000554000,150.75,030.00
01109,000554500,150.75,030.00
01110,000555000,151.25,030.00
01111,000555500,151.25,030.00
01112,000556000,151.25,030.00
01113,000556500,151.25,030.00
01114,000557000,151.25,030.00
01115,000557500,151.00,030.00
01116,000558000,151.00,030.00
01117,000558500,151.00,030.00
01118,000559000,151.50,030.00
01119,000559500,151.50,030.00
01120,000560000,151.75,030.00
01121,000560500,151.75,030.00
01122,000561000,151.75,030.00
01123,000561500,151.75,030.00
01124,000562000,151.75,030.00
01125,000562500,152.25,030.00
01126,000563000,152.25,030.00
01127,000563500,151.75,030.00
01128,000564000,151.75,030.00
01129,000564500,151.75,030.00
01130,000565000,152.00,030.00
01131,000565500,152.00,030.00
01132,000566000,152.50,030.00
01133,000566500,152.50,030.00
01134,000567000,152.50,030.00
01135,000567500,152.50,030.00
01136,000568000,152.50,030.00
01137,000568500,152.25,030.00
01138,000569000,152.25,030.00
01139,000569500,152.75,030.00
01140,000570000,152.75,030.00
01141,000570500,152.75,030.00
01142,000571000,152.75,030.00
01143,000571500,152.75,030.00
01144,000572000,152.75,030.00
01145,000572500,152.75,030.00
01146,000573000,152.75,030.00
01147,000573500,152.75,030.00
01148,000574000,152.75,030.00
01149,000574500,152.50,030.00
01150,000575000,152.50,030.00
01151,000575500,152.50,030.00
01152,000576000,152.50,030.00
01153,000576500,152.50,030.00
01154,000577000,153.00,030.00
01155,000577500,153.00,030.00
01156,000578000,152.25,030.00
01157,000578500,152.25,030.00
01158,000579000,152.25,030.00
01159,000579500,152.75,030.00
01160,000580000,152.75,030.00
01161,000580500,153.00,030.00
01162,000581000,153.00,030.00
01163,000581500,153.00,030.00
01164,000582000,153.25,030.00
01165,000582500,153.25,030.00
01166,000583000,153.25,030.00
01167,000583500,153.25,030.00
01168,000584000,153.25,030.00
01169,000584500,153.25,030.00
01170,000585000,153.25,030.00
01171,000585500,153.50,030.00
01172,000586000,153.50,030.00
01173,000586500,153.50,030.00
01174,000587000,153.50,030.00
01175,000587500,153.50,030.00
01176,000588000,154.00,030.00
01177,000588500,154.00,030.00
01178,000589000,153.75,030.00
01179,000589500,153.75,030.00
01180,000590000,153.75,030.00
01181,000590500,154.00,030.00
01182,000591000,154.00,030.00
01183,000591500,154.75,030.00
01184,000592000,154.75,030.00
01185,000592500,154.25,030.00
01186,000593000,154.25,030.00
01187,000593500,154.25,030.00
01188,000594000,154.50,030.00
01189,000594500,154.50,030.00
01190,000595000,154.75,030.00
01191,000595500,154.75,030.00
01192,000596000,154.75,030.00
01193,000596500,154.50,030.00
01194,000597000,154.50,030.00
01195,000597500,155.00,030.00
01196,000598000,155.00,030.00
01197,000598500,154.75,030.00
01198,000599000,154.75,030.00
01199,000599500,154.75,030.00
01200,000600000,154.75,030.00
01201,000600500,154.75,030.00
01202,000601000,155.00,030.00
01203,000601500,155.00,030.00
01204,000602000,155.00,030.00
01205,000602500,155.25,030.00
01206,000603000,155.25,030.00
01207,000603500,155.50,030.00
01208,000604000,155.50,030.00
01209,000604500,155.50,030.00
01210,000605000,155.50,030.00
01211,000605500,155.50,030.00
01212,000606000,155.50,030.00
01213,000606500,155.50,030.00
01214,000607000,155.75,030.00
01215,000607500,155.75,030.00
01216,000608000,155.75,030.00
01217,000608500,156.25,030.00
01218,000609000,156.25,030.00
01219,000609500,155.75,030.00
01220,000610000,155.75,030.00
01221,000610500,155.75,030.00
01222,000611000,156.00,030.00
01223,000611500,156.00,030.00
01224,000612000,155.75,030.00
01225,000612500,155.75,030.00
01226,000613000,156.25,030.00
01227,000613500,156.25,030.00
01228,000614000,156.25,030.00
01229,000614500,156.25,030.00
01230,000615000,156.25,030.00
01231,000615500,156.25,030.00
01232,000616000,156.25,030.00
01233,000616500,156.25,030.00
01234,000617000,156.50,030.00
01235,000617500,156.50,030.00
01236,000618000,156.25,030.00
01237,000618500,156.25,030.00
01238,000619000,156.25,030.00
01239,000619500,156.25,030.00
01240,000620000,156.25,030.00
01241,000620500,156.25,030.00
01242,000621000,156.25,030.00
01243,000621500,156.50,030.00
01244,000622000,156.50,030.00
01245,000622500,156.50,030.00
01246,000623000,157.25,030.00
01247,000623500,157.25,030.00
01248,000624000,157.00,030.00
01249,000624500,157.00,030.00
01250,000625000,157.00,030.00
01251,000625500,157.25,030.00
01252,000626000,157.25,030.00
01253,000626500,157.50,030.00
01254,000627000,157.50,030.00
01255,000627500,157.50,030.00
01256,000628000,157.00,030.00
01257,000628500,157.00,030.00
01258,000629000,157.75,030.00
01259,000629500,157.75,030.00
01260,000630000,157.25,030.00
01261,000630500,157.25,030.00
01262,000631000,157.25,030.00
01263,000631500,157.75,030.00
01264,000632000,157.75,030.00
01265,000632500,157.50,030.00
01266,000633000,157.50,030.00
01267,000633500,157.50,030.00
01268,000634000,157.75,030.00
01269,000634500,157.75,030.00
01270,000635000,157.75,030.00
01271,000635500,157.75,030.00
01272,000636000,158.00,030.00
01273,000636500,158.00,030.00
01274,000637000,158.00,030.00
01275,000637500,158.00,030.00
01276,000638000,158.00,030.00
01277,000638500,158.50,030.00
01278,000639000,158.50,030.00
01279,000639500,158.50,030.00
01280,000640000,158.00,030.00
01281,000640500,158.00,030.00
01282,000641000,158.50,030.00
01283,000641500,158.50,030.00
01284,000642000,158.50,030.00
01285,000642500,158.50,030.00
01286,000643000,158.50,030.00
01287,000643500,158.50,030.00
01288,000644000,158.50,030.00
01289,000644500,158.75,030.00
01290,000645000,158.75,030.00
01291,000645500,158.75,030.00
01292,000646000,158.75,030.00
01293,000646500,158.75,030.00
01294,000647000,159.00,030.00
01295,000647500,159.00,030.00
01296,000648000,159.00,030.00
01297,000648500,159.00,030.00
01298,000649000,159.00,030.00
01299,000649500,159.50,030.00
01300,000650000,159.50,030.00
01301,000650500,159.50,030.00
01302,000651000,159.50,030.00
01303,000651500,159.50,030.00
01304,000652000,159.25,030.00
01305,000652500,159.25,030.00
01306,000653000,159.25,030.00
01307,000653500,159.25,030.00
01308,000654000,159.25,030.00
01309,000654500,159.75,030.00
01310,000655000,159.75,030.00
01311,000655500,160.00,030.00
01312,000656000,160.00,030.00
01313,000656500,160.00,030.00
01314,000657000,159.75,030.00
01315,000657500,159.75,030.00
01316,000658000,160.00,030.00
01317,000658500,160.00,030.00
01318,000659000,160.50,030.00
01319,000659500,160.50,030.00
01320,000660000,160.50,030.00
01321,000660500,160.25,030.00
01322,000661000,160.25,030.00
01323,000661500,160.75,030.00
01324,000662000,160.75,030.00
01325,000662500,160.75,030.00
01326,000663000,160.50,030.00
01327,000663500,160.50,030.00
01328,000664000,160.75,030.00
01329,000664500,160.75,030.00
01330,000665000,161.00,030.00
01331,000665500,161.00,030.00
01332,000666000,161.00,030.00
01333,000666500,161.00,030.00
01334,000667000,161.00,030.00
01335,000667500,160.75,030.00
01336,000668000,160.75,030.00
01337,000668500,160.75,030.00
01338,000669000,160.75,030.00
01339,000669500,160.75,030.00
01340,000670000,161.25,030.00
01341,000670500,161.25,030.00
01342,000671000,161.25,030.00
01343,000671500,161.25,030.00
01344,000672000,161.25,030.00
01345,000672500,161.50,030.00
01346,000673000,161.50,030.00
01347,000673500,161.00,030.00
01348,000674000,161.00,030.00
01349,000674500,161.00,030.00
01350,000675000,161.50,030.00
01351,000675500,161.50,030.00
01352,000676000,161.75,030.00
01353,000676500,161.75,030.00
01354,000677000,161.75,030.00
01355,000677500,161.25,030.00
01356,000678000,161.25,030.00
01357,000678500,162.25,030.00
01358,000679000,162.25,030.00
01359,000679500,162.25,030.00
01360,000680000,162.00,030.00
01361,000680500,162.00,030.00
01362,000681000,162.25,030.00
01363,000681500,162.25,030.00
01364,000682000,161.75,030.00
01365,000682500,161.75,030.00
01366,000683000,161.75,030.00
01367,000683500,162.25,030.00
01368,000684000,162.25,030.00
01369,000684500,162.75,030.00
01370,000685000,162.75,030.00
01371,000685500,162.75,030.00
01372,000686000,162.75,030.00
01373,000686500,162.75,030.00
01374,000687000,162.50,030.00
01375,000687500,162.50,030.00
01376,000688000,162.50,030.00
01377,000688500,162.50,030.00
01378,000689000,162.50,030.00
01379,000689500,162.75,030.00
01380,000690000,162.75,030.00
01381,000690500,162.75,030.00
01382,000691000,162.75,030.00
01383,000691500,162.75,030.00
01384,000692000,162.50,030.00
01385,000692500,162.50,030.00
01386,000693000,163.00,030.00
01387,000693500,163.00,030.00
01388,000694000,163.00,030.00
01389,000694500,163.50,030.00
01390,000695000,163.50,030.00
01391,000695500,163.00,030.00
01392,000696000,163.00,030.00
01393,000696500,163.25,030.00
01394,000697000,163.25,030.00
01395,000697500,163.25,030.00
01396,000698000,163.00,030.00
01397,000698500,163.00,030.00
01398,000699000,163.50,030.00
01399,000699500,163.50,030.00
01400,000700000,163.50,030.00
01401,000700500,163.50,030.00
01402,000701000,163.50,030.00
01403,000701500,163.50,030.00
01404,000702000,163.50,030.00
01405,000702500,163.75,030.00
01406,000703000,163.75,030.00
01407,000703500,163.75,030.00
01408,000704000,164.00,030.00
01409,000704500,164.00,030.00
01410,000705000,164.00,030.00
01411,000705500,164.00,030.00
01412,000706000,164.00,030.00
01413,000706500,164.25,030.00
01414,000707000,164.25,030.00
01415,000707500,164.00,030.00
01416,000708000,164.00,030.00
01417,000708500,164.00,030.00
01418,000709000,163.75,030.00
01419,000709500,163.75,030.00
01420,000710000,164.25,030.00
01421,000710500,164.25,030.00
01422,000711000,164.50,030.00
01423,000711500,164.50,030.00
01424,000712000,164.50,030.00
01425,000712500,164.25,030.00
01426,000713000,164.25,030.00
01427,000713500,164.75,030.00
01428,000714000,164.75,030.00
01429,000714500,164.75,030.00
01430,000715000,164.50,030.00
01431,000715500,164.50,030.00
01432,000716000,165.00,030.00
01433,000716500,165.00,030.00
01434,000717000,165.00,030.00
01435,000717500,164.50,030.00
01436,000718000,164.50,030.00
01437,000718500,164.75,030.00
01438,000719000,164.75,030.00
01439,000719500,165.50,030.00
01440,000720000,165.50,030.00
