Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open
00597,000298500,080.50,22.32,094.17,0
00598,000299000,080.75,22.32,084.41,0
00599,000299500,081.25,22.32,073.89,0
00600,000300000,081.50,22.32,084.13,0
00601,000300500,081.50,22.32,096.91,0
00602,000301000,081.75,22.32,087.27,0
00603,000301500,082.50,22.32,066.13,0
00604,000302000,082.25,22.32,100.00,0
00605,000302500,082.25,22.32,099.11,0
00606,000303000,083.50,22.32,046.47,0
00607,000303500,083.75,85.00,086.83,0
00608,000304000,083.75,85.00,097.94,0
00609,000304500,084.25,85.00,077.55,0
00610,000305000,084.75,22.31,077.15,0
00611,000305500,085.25,22.31,076.76,0
00612,000306000,085.25,22.31,097.87,0
00613,000306500,085.25,22.33,098.98,0
00614,000307000,086.00,22.32,067.83,0
00615,000307500,086.50,22.32,077.44,0
00616,000308000,086.50,22.32,098.54,0
00617,000308500,087.00,22.32,078.15,0
00618,000309000,087.25,22.33,088.50,0
00619,000309500,088.25,22.32,056.60,0
00620,000310000,088.25,22.32,097.70,0
00621,000310500,088.25,22.32,098.81,0
00622,000311000,088.75,22.32,078.41,0
00623,000311500,089.50,22.32,067.25,0
00624,000312000,089.50,22.32,098.35,0
00625,000312500,090.25,22.32,067.20,0
00626,000313000,089.75,22.33,100.00,0
00627,000313500,091.50,22.32,025.64,0
00628,000314000,091.50,22.32,096.73,0
00629,000314500,091.25,22.33,100.00,0
00630,000315000,092.50,22.32,045.92,0
00631,000315500,092.75,22.31,086.26,0
00632,000316000,092.75,22.31,097.35,0
00633,000316500,093.75,22.31,055.43,0
00634,000317000,094.00,22.32,085.76,0
00635,000317500,094.75,22.32,064.59,0
00636,000318000,094.75,22.32,095.68,0
00637,000318500,095.25,22.32,075.26,0
00638,000319000,096.00,22.32,064.08,0
00639,000319500,096.00,22.32,095.16,0
00640,000320000,096.25,22.33,085.49,0
00641,000320500,097.25,22.32,053.56,0
00642,000321000,097.25,22.31,094.64,0
00643,000321500,097.25,22.31,095.72,0
00644,000322000,098.25,22.32,053.79,0
00645,000322500,099.00,22.32,062.60,0
00646,000323000,098.75,22.32,100.00,0
00647,000323500,098.75,22.32,095.50,0
00648,000324000,100.00,22.32,042.81,0
00649,000324500,100.50,22.32,072.38,0
