Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00640,000320000,092.00,20.00,060.43,0,116.67
00641,000320500,092.00,19.99,100.00,0,116.96
00642,000321000,093.00,19.99,059.68,0,117.25
00643,000321500,093.00,19.99,100.00,0,117.54
00644,000322000,093.50,19.99,080.41,0,117.83
00645,000322500,094.50,20.00,058.53,0,118.12
00646,000323000,094.50,20.00,099.64,0,118.42
00647,000323500,094.50,20.00,100.00,0,118.71
00648,000324000,095.00,19.99,080.37,0,119.00
00649,000324500,095.50,19.99,079.98,0,119.29
00650,000325000,096.25,20.00,068.84,0,119.58
00651,000325500,096.25,20.00,099.95,0,119.88
00652,000326000,097.25,20.00,058.06,0,120.17
00653,000326500,098.00,20.00,066.91,0,120.46
00654,000327000,098.50,19.99,076.51,0,120.75
00655,000327500,098.50,19.99,097.61,0,121.04
00656,000328000,098.25,20.00,100.00,0,121.33
00657,000328500,099.00,19.99,068.31,0,121.62
00658,000329000,100.25,20.00,045.65,0,121.92
00659,000329500,100.25,20.00,096.75,0,122.21
00660,000330000,100.75,19.99,076.34,0,122.50
00661,000330500,101.50,20.00,065.18,0,122.79
00662,000331000,102.00,19.99,074.77,0,123.08
00663,000331500,102.00,19.99,095.85,0,123.38
00664,000332000,102.50,20.01,075.44,0,123.67
00665,000332500,103.00,19.99,075.03,0,123.96
00666,000333000,104.00,20.00,053.10,0,124.25
00667,000333500,104.00,20.00,094.18,0,124.54
00668,000334000,104.25,20.00,084.51,0,124.83
00669,000334500,105.25,19.99,052.59,0,125.12
00670,000335000,106.00,20.00,061.41,0,125.42
00671,000335500,106.00,20.00,092.48,0,125.71
00672,000336000,107.25,19.99,039.79,0,126.00
00673,000336500,107.75,20.00,069.35,0,126.29
00674,000337000,107.75,20.00,090.42,0,126.58
00675,000337500,108.00,19.99,080.73,0,126.88
00676,000338000,108.50,20.00,070.29,0,127.17
00677,000338500,109.75,20.00,037.59,0,127.46
00678,000339000,109.75,20.00,088.65,0,127.75
00679,000339500,110.50,19.99,057.45,0,128.04
00680,000340000,111.50,20.00,045.49,0,128.33
00681,000340500,111.75,19.99,075.79,0,128.62
00682,000341000,111.75,19.99,086.83,0,128.92
00683,000341500,112.50,20.00,055.62,0,129.21
00684,000342000,113.00,20.00,065.16,0,129.50
00685,000342500,114.00,20.00,043.20,0,129.79
00686,000343000,114.00,20.00,084.23,0,130.08
00687,000343500,114.50,20.00,063.77,0,130.38
00688,000344000,115.25,19.99,052.55,0,130.67
00689,000344500,115.50,20.00,072.83,0,130.96
00690,000345000,115.50,20.00,083.86,0,131.25
00691,000345500,116.25,20.01,052.64,0,131.54
00692,000346000,117.25,20.01,040.66,0,131.83
00693,000346500,118.00,20.01,049.42,0,132.12
00694,000347000,118.00,20.01,080.44,0,132.42
00695,000347500,119.00,20.01,038.45,0,132.71
00696,000348000,119.25,20.01,068.72,0,133.00
00697,000348500,119.50,20.01,068.98,0,133.29
00698,000349000,119.50,20.01,080.00,0,133.58
00699,000349500,120.75,20.01,027.25,0,133.88
00700,000350000,121.25,20.01,056.76,0,134.17
00701,000350500,121.25,20.01,077.76,0,134.46
00702,000351000,121.25,20.01,078.77,0,134.75
00703,000351500,122.50,20.01,026.02,0,135.04
00704,000352000,122.75,20.01,066.27,0,135.33
00705,000352500,122.75,20.01,077.28,0,135.62
00706,000353000,123.75,20.01,035.27,0,135.92
00707,000353500,124.50,20.02,044.02,0,136.21
00708,000354000,124.75,20.02,064.26,0,136.50
00709,000354500,124.75,20.02,075.25,0,136.79
00710,000355000,125.75,20.02,033.24,0,137.08
00711,000355500,126.25,20.02,052.73,0,137.38
00712,000356000,126.75,20.02,052.21,0,137.67
00713,000356500,126.75,20.02,073.20,0,137.96
00714,000357000,127.75,20.02,031.18,0,138.25
00715,000357500,128.25,20.03,050.66,0,138.54
00716,000358000,128.50,20.02,060.89,0,138.83
00717,000358500,128.50,20.02,071.87,0,139.12
00718,000359000,129.75,20.03,019.09,0,139.42
00719,000359500,130.00,20.02,059.31,0,139.71
00720,000360000,130.75,20.02,038.03,0,140.00
00721,000360500,130.75,20.02,063.62,0,140.17
00722,000361000,131.25,20.03,042.71,0,140.33
00723,000361500,132.00,20.03,031.05,0,140.50
00724,000362000,132.00,20.03,061.64,0,140.67
00725,000362500,132.00,20.03,062.22,0,140.83
00726,000363000,133.00,20.03,019.80,0,141.00
00727,000363500,133.25,20.04,049.63,0,141.17
00728,000364000,134.25,20.03,017.20,0,141.33
00729,000364500,134.25,20.03,057.78,0,141.50
00730,000365000,135.00,20.05,026.09,0,141.67
00731,000365500,135.50,20.03,035.16,0,141.83
00732,000366000,135.50,20.05,055.72,0,142.00
00733,000366500,135.50,20.05,056.29,0,142.17
00734,000367000,136.50,20.03,013.85,0,142.33
00735,000367500,136.50,20.05,054.41,0,142.50
00736,000368000,136.50,20.05,054.97,0,142.67
00737,000368500,137.50,20.06,012.52,0,142.83
00738,000369000,137.50,20.05,053.08,0,143.00
00739,000369500,138.50,20.04,010.62,0,143.17
00740,000370000,138.50,20.04,051.17,0,143.33
00741,000370500,139.25,20.05,019.46,0,143.50
00742,000371000,139.75,20.06,028.50,0,143.67
00743,000371500,140.00,20.05,038.29,0,143.83
00744,000372000,140.00,20.05,048.83,0,144.00
00745,000372500,140.75,20.05,017.12,0,144.17
00746,000373000,141.00,20.05,036.90,0,144.33
00747,000373500,141.50,20.05,025.93,0,144.50
00748,000374000,141.50,20.05,046.46,0,144.67
00749,000374500,141.75,20.06,036.24,0,144.83
00750,000375000,142.50,20.06,014.52,0,145.00
00751,000375500,143.00,20.06,023.54,0,145.17
00752,000376000,143.00,20.06,044.06,0,145.33
00753,000376500,143.50,20.06,023.08,0,145.50
00754,000377000,143.75,20.05,032.85,0,145.67
00755,000377500,144.25,20.06,021.87,0,145.83
00756,000378000,144.25,20.06,042.38,0,146.00
00757,000378500,144.25,20.06,042.90,0,146.17
00758,000379000,144.75,20.06,021.92,0,146.33
00759,000379500,145.25,20.06,020.93,0,146.50
00760,000380000,145.25,20.06,041.45,0,146.67
00761,000380500,145.50,20.06,031.21,0,146.83
