Sample time (ms): 500
Maximum runtime (s): 720
Index,Time (ms),Oven temperature (C),Ambient temperature (C),PWM controller (percent),Thermocouple open,Reference temperature (C)
00454,000227000,056.75,09.13,059.78,0,069.58
00455,000227500,056.75,09.13,060.54,0,069.79
00456,000228000,057.00,09.12,050.54,0,070.00
00457,000228500,057.00,09.12,061.30,0,070.21
00458,000229000,057.00,09.13,062.06,0,070.42
00459,000229500,057.00,09.13,062.82,0,070.62
00460,000230000,058.00,09.16,020.57,0,070.83
00461,000230500,058.00,09.16,061.33,0,071.04
00462,000231000,058.00,09.16,062.08,0,071.25
00463,000231500,058.25,09.13,052.09,0,071.46
00464,000232000,058.25,09.13,062.85,0,071.67
00465,000232500,058.25,09.14,063.61,0,071.88
00466,000233000,058.25,09.14,064.38,0,072.08
00467,000233500,058.25,09.14,065.14,0,072.29
00468,000234000,059.00,09.14,033.65,0,072.50
00469,000234500,059.00,09.14,064.41,0,072.71
00470,000235000,058.75,09.12,075.93,0,072.92
00471,000235500,058.75,09.12,066.70,0,073.12
00472,000236000,059.75,09.12,024.46,0,073.33
00473,000236500,059.75,09.12,065.22,0,073.54
00474,000237000,059.75,09.12,065.99,0,073.75
00475,000237500,059.50,09.13,077.51,0,073.96
00476,000238000,059.50,09.13,068.28,0,074.17
00477,000238500,060.25,09.12,036.79,0,074.38
00478,000239000,060.25,09.12,067.56,0,074.58
00479,000239500,060.25,09.12,068.33,0,074.79
00480,000240000,060.50,09.13,058.35,0,075.00
00481,000240500,060.50,09.13,070.92,0,075.25
00482,000241000,061.50,09.12,028.81,0,075.50
00483,000241500,061.50,09.12,069.70,0,075.75
00484,000242000,061.50,09.12,070.59,0,076.00
00485,000242500,062.00,09.12,049.99,0,076.25
00486,000243000,062.00,09.12,070.88,0,076.50
00487,000243500,062.50,09.11,050.28,0,076.75
00488,000244000,062.50,09.11,071.17,0,077.00
00489,000244500,064.00,09.12,007.55,0,077.25
00490,000245000,064.00,09.12,068.44,0,077.50
00491,000245500,064.00,09.12,069.33,0,077.75
00492,000246000,064.00,09.13,070.22,0,078.00
00493,000246500,064.00,09.13,071.11,0,078.25
00494,000247000,064.50,09.13,050.50,0,078.50
00495,000247500,064.50,09.13,071.39,0,078.75
00496,000248000,064.50,09.13,072.28,0,079.00
00497,000248500,065.00,09.13,051.68,0,079.25
00498,000249000,065.00,09.13,072.57,0,079.50
00499,000249500,065.50,09.13,051.97,0,079.75
00500,000250000,065.50,09.13,072.86,0,080.00
00501,000250500,065.50,09.13,073.76,0,080.25
00502,000251000,065.50,09.13,074.66,0,080.50
00503,000251500,065.50,09.13,075.56,0,080.75
00504,000252000,066.75,09.13,022.70,0,081.00
00505,000252500,066.75,09.13,073.60,0,081.25
00506,000253000,067.50,09.13,042.24,0,081.50
00507,000253500,067.50,09.13,073.13,0,081.75
00508,000254000,067.50,09.13,074.03,0,082.00
00509,000254500,067.50,09.13,074.92,0,082.25
00510,000255000,067.50,09.13,075.82,0,082.50
00511,000255500,068.50,09.13,033.72,0,082.75
00512,000256000,068.50,09.13,074.61,0,083.00
00513,000256500,068.50,09.13,075.51,0,083.25
00514,000257000,069.00,09.13,054.90,0,083.50
00515,000257500,069.00,09.13,075.80,0,083.75
00516,000258000,070.00,09.14,033.69,0,084.00
00517,000258500,070.00,09.14,074.58,0,084.25
00518,000259000,070.50,09.12,053.97,0,084.50
00519,000259500,070.50,09.12,074.87,0,084.75
00520,000260000,070.50,09.12,075.76,0,085.00
00521,000260500,070.50,09.13,076.66,0,085.25
00522,000261000,070.50,09.13,077.56,0,085.50
00523,000261500,071.00,09.14,056.95,0,085.75
00524,000262000,071.00,09.14,077.86,0,086.00
00525,000262500,071.00,09.14,078.76,0,086.25
00526,000263000,071.75,09.16,047.41,0,086.50
00527,000263500,071.75,09.16,078.31,0,086.75
00528,000264000,072.75,09.17,036.20,0,087.00
00529,000264500,072.75,09.17,077.09,0,087.25
00530,000265000,072.75,09.17,077.99,0,087.50
00531,000265500,073.00,09.14,068.14,0,087.75
00532,000266000,073.00,09.14,079.04,0,088.00
00533,000266500,074.25,09.14,026.18,0,088.25
00534,000267000,074.25,09.14,077.07,0,088.50
00535,000267500,074.75,09.14,056.46,0,088.75
00536,000268000,074.75,09.14,077.35,0,089.00
00537,000268500,074.75,09.14,078.25,0,089.25
00538,000269000,075.75,09.16,036.14,0,089.50
00539,000269500,075.75,09.16,077.03,0,089.75
00540,000270000,076.75,09.14,034.91,0,090.00
00541,000270500,076.75,09.14,075.79,0,090.25
00542,000271000,076.75,09.14,076.68,0,090.50
00543,000271500,077.75,09.18,034.56,0,090.75
00544,000272000,077.75,09.18,075.44,0,091.00
00545,000272500,078.50,09.14,044.07,0,091.25
00546,000273000,078.50,09.14,074.95,0,091.50
00547,000273500,078.50,09.19,075.83,0,091.75
00548,000274000,078.50,09.19,076.72,0,092.00
00549,000274500,078.50,09.19,077.61,0,092.25
00550,000275000,079.75,09.17,024.73,0,092.50
00551,000275500,079.75,09.17,075.61,0,092.75
00552,000276000,080.50,09.18,044.24,0,093.00
00553,000276500,080.50,09.18,075.12,0,093.25
00554,000277000,080.50,09.18,076.00,0,093.50
00555,000277500,080.50,09.19,076.88,0,093.75
00556,000278000,080.50,09.19,077.76,0,094.00
00557,000278500,082.00,09.17,014.14,0,094.25
00558,000279000,082.00,09.17,075.01,0,094.50
00559,000279500,082.00,09.17,075.89,0,094.75
00560,000280000,081.50,09.19,098.27,0,095.00
00561,000280500,081.50,09.19,079.16,0,095.25
00562,000281000,082.75,09.19,026.29,0,095.50
00563,000281500,082.75,09.19,077.17,0,095.75
00564,000282000,083.00,09.19,067.30,0,096.00
00565,000282500,083.00,09.19,078.18,0,096.25
00566,000283000,083.00,09.19,079.06,0,096.50
00567,000283500,083.75,09.19,047.69,0,096.75
00568,000284000,083.75,09.19,078.58,0,097.00
00569,000284500,084.50,09.19,047.20,0,097.25
00570,000285000,084.50,09.19,078.09,0,097.50
00571,000285500,084.50,09.19,078.97,0,097.75
00572,000286000,085.25,09.20,047.59,0,098.00
00573,000286500,085.25,09.20,078.47,0,098.25
00574,000287000,086.50,09.21,025.59,0,098.50
00575,000287500,086.50,09.21,076.47,0,098.75
00576,000288000,086.75,09.20,066.59,0,099.00
00577,000288500,086.75,09.20,077.47,0,099.25
00578,000289000,086.75,09.20,078.34,0,099.50
00579,000289500,087.50,09.20,046.97,0,099.75
00580,000290000,087.50,09.20,077.84,0,100.00
00581,000290500,087.75,09.19,067.97,0,100.25
00582,000291000,087.75,09.19,078.84,0,100.50
00583,000291500,087.75,09.19,079.72,0,100.75
00584,000292000,089.00,09.20,026.84,0,101.00
00585,000292500,089.00,09.20,077.72,0,101.25
00586,000293000,089.75,09.20,046.33,0,101.50
00587,000293500,089.75,09.20,077.20,0,101.75
00588,000294000,089.75,09.20,078.08,0,102.00
00589,000294500,090.75,09.20,035.94,0,102.25
00590,000295000,090.75,09.20,076.81,0,102.50
00591,000295500,090.75,09.19,077.68,0,102.75
00592,000296000,090.75,09.19,078.55,0,103.00
00593,000296500,092.25,09.17,014.91,0,103.25
00594,000297000,092.25,09.17,075.77,0,103.50
00595,000297500,092.25,09.17,076.64,0,103.75
00596,000298000,092.75,09.14,056.00,0,104.00
00597,000298500,092.75,09.14,076.87,0,104.25
00598,000299000,093.25,09.16,056.23,0,104.50
00599,000299500,093.25,09.16,077.09,0,104.75
00600,000300000,093.25,09.16,077.96,0,105.00
00601,000300500,093.75,09.16,059.12,0,105.29
00602,000301000,093.75,09.16,080.11,0,105.58
00603,000301500,094.75,09.16,038.10,0,105.88
00604,000302000,094.75,09.16,079.09,0,106.17
00605,000302500,095.75,09.16,037.07,0,106.46
00606,000303000,095.75,09.16,078.05,0,106.75
00607,000303500,095.75,09.16,079.04,0,107.04
00608,000304000,096.75,09.18,037.02,0,107.33
00609,000304500,096.75,09.18,078.01,0,107.62
00610,000305000,097.75,09.18,035.98,0,107.92
00611,000305500,097.75,09.18,076.96,0,108.21
00612,000306000,097.75,09.18,077.94,0,108.50
00613,000306500,099.00,09.20,025.17,0,108.79
