Index,Time (ms),Temperature (C),pwm_controller (percent)
00924,000462000,098.50,000.00
00925,000462500,099.00,000.00
00926,000463000,099.00,000.00
00927,000463500,098.50,000.00
00928,000464000,098.50,000.00
00929,000464500,098.00,000.00
00930,000465000,098.00,000.00
00931,000465500,098.00,000.00
00932,000466000,098.00,000.00
00933,000466500,098.00,000.00
00934,000467000,098.25,000.00
00935,000467500,098.25,000.00
00936,000468000,098.25,000.00
00937,000468500,097.75,000.00
00938,000469000,097.75,000.00
00939,000469500,097.75,000.00
00940,000470000,097.75,000.00
00941,000470500,097.75,000.00
00942,000471000,097.75,000.00
00943,000471500,097.75,000.00
00944,000472000,097.25,000.00
00945,000472500,097.25,000.00
00946,000473000,097.50,000.00
00947,000473500,097.50,000.00
00948,000474000,097.50,000.00
00949,000474500,096.50,000.00
00950,000475000,096.50,000.00
00951,000475500,097.00,000.00
00952,000476000,097.00,000.00
00953,000476500,097.00,000.00
00954,000477000,096.50,000.00
00955,000477500,096.50,000.00
00956,000478000,096.75,000.00
00957,000478500,096.75,000.00
00958,000479000,096.50,000.00
00959,000479500,096.50,000.00
00960,000480000,096.50,000.00
00961,000480500,096.00,000.00
00962,000481000,096.00,000.00
00963,000481500,096.00,000.00
00964,000482000,096.00,000.00
00965,000482500,096.00,000.00
00966,000483000,096.25,000.00
00967,000483500,096.25,000.00
00968,000484000,095.75,000.00
00969,000484500,095.75,000.00
00970,000485000,096.00,000.00
00971,000485500,096.00,000.00
00972,000486000,096.00,000.00
00973,000486500,095.50,000.00
00974,000487000,095.50,000.00
00975,000487500,095.50,000.00
00976,000488000,095.50,000.00
00977,000488500,095.50,000.00
00978,000489000,095.25,000.00
00979,000489500,095.25,000.00
00980,000490000,094.50,000.00
00981,000490500,094.50,000.00
00982,000491000,094.50,000.00
00983,000491500,094.75,000.00
00984,000492000,094.75,000.00
00985,000492500,095.00,000.00
00986,000493000,095.00,000.00
00987,000493500,094.75,000.00
00988,000494000,094.75,000.00
00989,000494500,094.75,000.00
00990,000495000,094.50,000.00
00991,000495500,094.50,000.00
00992,000496000,094.25,000.00
00993,000496500,094.25,000.00
00994,000497000,094.25,000.00
00995,000497500,094.00,000.00
00996,000498000,094.00,000.00
00997,000498500,094.00,000.00
00998,000499000,094.00,000.00
00999,000499500,094.00,000.00
01000,000500000,093.75,000.00
01001,000500500,093.75,000.00
01002,000501000,093.75,000.00
01003,000501500,093.75,000.00
01004,000502000,093.00,000.00
01005,000502500,093.00,000.00
01006,000503000,093.00,000.00
01007,000503500,093.50,000.00
01008,000504000,093.50,000.00
01009,000504500,093.25,000.00
01010,000505000,093.25,000.00
01011,000505500,093.25,000.00
01012,000506000,093.25,000.00
01013,000506500,093.25,000.00
01014,000507000,092.75,000.00
01015,000507500,092.75,000.00
01016,000508000,092.75,000.00
01017,000508500,092.75,000.00
01018,000509000,092.75,000.00
01019,000509500,092.50,000.00
01020,000510000,092.50,000.00
01021,000510500,092.25,000.00
01022,000511000,092.25,000.00
01023,000511500,092.25,000.00
01024,000512000,092.25,000.00
01025,000512500,092.25,000.00
01026,000513000,092.25,000.00
01027,000513500,092.25,000.00
01028,000514000,092.25,000.00
01029,000514500,091.75,000.00
01030,000515000,091.75,000.00
01031,000515500,092.00,000.00
01032,000516000,092.00,000.00
01033,000516500,091.50,000.00
01034,000517000,091.50,000.00
01035,000517500,091.50,000.00
01036,000518000,091.50,000.00
01037,000518500,091.50,000.00
01038,000519000,091.50,000.00
01039,000519500,091.50,000.00
01040,000520000,091.50,000.00
01041,000520500,090.75,000.00
01042,000521000,090.75,000.00
01043,000521500,091.00,000.00
01044,000522000,091.00,000.00
01045,000522500,090.75,000.00
01046,000523000,090.75,000.00
01047,000523500,090.75,000.00
01048,000524000,090.50,000.00
01049,000524500,090.50,000.00
01050,000525000,090.50,000.00
01051,000525500,090.50,000.00
01052,000526000,090.50,000.00
01053,000526500,090.25,000.00
01054,000527000,090.25,000.00
01055,000527500,090.50,000.00
01056,000528000,090.50,000.00
01057,000528500,090.50,000.00
01058,000529000,090.00,000.00
01059,000529500,090.00,000.00
01060,000530000,089.50,000.00
01061,000530500,089.50,000.00
01062,000531000,089.75,000.00
01063,000531500,089.75,000.00
01064,000532000,089.75,000.00
01065,000532500,089.75,000.00
01066,000533000,089.75,000.00
01067,000533500,089.50,000.00
01068,000534000,089.50,000.00
01069,000534500,089.50,000.00
01070,000535000,089.75,000.00
01071,000535500,089.75,000.00
01072,000536000,089.25,000.00
01073,000536500,089.25,000.00
01074,000537000,089.25,000.00
01075,000537500,089.25,000.00
01076,000538000,089.25,000.00
01077,000538500,089.00,000.00
01078,000539000,089.00,000.00
01079,000539500,089.00,000.00
01080,000540000,089.00,000.00
01081,000540500,089.00,000.00
01082,000541000,088.75,000.00
01083,000541500,088.75,000.00
01084,000542000,088.75,000.00
01085,000542500,088.75,000.00
01086,000543000,088.75,000.00
01087,000543500,088.25,000.00
01088,000544000,088.25,000.00
01089,000544500,088.25,000.00
01090,000545000,088.25,000.00
01091,000545500,087.75,000.00
01092,000546000,087.75,000.00
01093,000546500,087.75,000.00
01094,000547000,088.00,000.00
01095,000547500,088.00,000.00
01096,000548000,088.00,000.00
01097,000548500,088.00,000.00
01098,000549000,088.00,000.00
01099,000549500,087.25,000.00
01100,000550000,087.25,000.00
01101,000550500,087.75,000.00
01102,000551000,087.75,000.00
01103,000551500,087.75,000.00
01104,000552000,087.25,000.00
01105,000552500,087.25,000.00
01106,000553000,087.00,000.00
01107,000553500,087.00,000.00
01108,000554000,087.00,000.00
01109,000554500,087.00,000.00
01110,000555000,087.00,000.00
01111,000555500,087.00,000.00
01112,000556000,087.00,000.00
01113,000556500,087.00,000.00
01114,000557000,087.00,000.00
01115,000557500,087.00,000.00
01116,000558000,086.75,000.00
01117,000558500,086.75,000.00
01118,000559000,086.50,000.00
01119,000559500,086.50,000.00
01120,000560000,086.75,000.00
01121,000560500,086.75,000.00
01122,000561000,086.75,000.00
01123,000561500,086.25,000.00
01124,000562000,086.25,000.00
01125,000562500,086.25,000.00
01126,000563000,086.25,000.00
01127,000563500,086.25,000.00
01128,000564000,086.25,000.00
01129,000564500,086.25,000.00
01130,000565000,085.75,000.00
01131,000565500,085.75,000.00
01132,000566000,085.75,000.00
01133,000566500,086.00,000.00
01134,000567000,086.00,000.00
01135,000567500,086.00,000.00
01136,000568000,086.00,000.00
01137,000568500,085.75,000.00
01138,000569000,085.75,000.00
01139,000569500,085.75,000.00
01140,000570000,085.50,000.00
01141,000570500,085.50,000.00
01142,000571000,085.00,000.00
01143,000571500,085.00,000.00
01144,000572000,085.00,000.00
01145,000572500,085.25,000.00
01146,000573000,085.25,000.00
01147,000573500,085.00,000.00
01148,000574000,085.00,000.00
01149,000574500,085.00,000.00
01150,000575000,085.00,000.00
01151,000575500,085.00,000.00
01152,000576000,085.00,000.00
01153,000576500,085.00,000.00
01154,000577000,084.75,000.00
01155,000577500,084.75,000.00
01156,000578000,084.75,000.00
01157,000578500,084.50,000.00
01158,000579000,084.50,000.00
01159,000579500,084.75,000.00
01160,000580000,084.75,000.00
01161,000580500,084.75,000.00
01162,000581000,084.25,000.00
01163,000581500,084.25,000.00
01164,000582000,084.00,000.00
01165,000582500,084.00,000.00
01166,000583000,084.25,000.00
01167,000583500,084.25,000.00
01168,000584000,084.25,000.00
01169,000584500,084.00,000.00
01170,000585000,084.00,000.00
01171,000585500,084.00,000.00
01172,000586000,084.00,000.00
01173,000586500,084.00,000.00
01174,000587000,083.75,000.00
01175,000587500,083.75,000.00
01176,000588000,083.75,000.00
01177,000588500,083.75,000.00
01178,000589000,083.75,000.00
01179,000589500,083.25,000.00
01180,000590000,083.25,000.00
01181,000590500,083.50,000.00
01182,000591000,083.50,000.00
01183,000591500,083.50,000.00
01184,000592000,083.50,000.00
01185,000592500,083.50,000.00
01186,000593000,083.25,000.00
01187,000593500,083.25,000.00
01188,000594000,083.00,000.00
01189,000594500,083.00,000.00
01190,000595000,083.00,000.00
01191,000595500,083.25,000.00
01192,000596000,083.25,000.00
01193,000596500,082.75,000.00
01194,000597000,082.75,000.00
01195,000597500,082.75,000.00
01196,000598000,082.75,000.00
01197,000598500,082.75,000.00
01198,000599000,082.50,000.00
01199,000599500,082.50,000.00
01200,000600000,082.50,000.00
01201,000600500,082.50,000.00
01202,000601000,082.50,000.00
01203,000601500,082.25,000.00
01204,000602000,082.25,000.00
01205,000602500,082.50,000.00
01206,000603000,082.50,000.00
01207,000603500,082.50,000.00
01208,000604000,082.25,000.00
01209,000604500,082.25,000.00
01210,000605000,081.75,000.00
01211,000605500,081.75,000.00
01212,000606000,082.00,000.00
01213,000606500,082.00,000.00
01214,000607000,082.00,000.00
01215,000607500,081.75,000.00
01216,000608000,081.75,000.00
01217,000608500,082.25,000.00
01218,000609000,082.25,000.00
01219,000609500,082.25,000.00
01220,000610000,081.25,000.00
01221,000610500,081.25,000.00
01222,000611000,081.50,000.00
01223,000611500,081.50,000.00
01224,000612000,081.50,000.00
01225,000612500,081.50,000.00
01226,000613000,081.50,000.00
01227,000613500,081.25,000.00
01228,000614000,081.25,000.00
01229,000614500,081.25,000.00
01230,000615000,081.25,000.00
01231,000615500,081.25,000.00
01232,000616000,081.25,000.00
01233,000616500,081.25,000.00
01234,000617000,081.00,000.00
01235,000617500,081.00,000.00
01236,000618000,081.00,000.00
01237,000618500,081.00,000.00
01238,000619000,081.00,000.00
01239,000619500,080.75,000.00
01240,000620000,080.75,000.00
01241,000620500,081.25,000.00
01242,000621000,081.25,000.00
01243,000621500,081.25,000.00
01244,000622000,080.75,000.00
01245,000622500,080.75,000.00
01246,000623000,080.50,000.00
01247,000623500,080.50,000.00
01248,000624000,080.50,000.00
01249,000624500,080.50,000.00
01250,000625000,080.50,000.00
01251,000625500,080.50,000.00
01252,000626000,080.50,000.00
01253,000626500,080.50,000.00
01254,000627000,080.25,000.00
01255,000627500,080.25,000.00
01256,000628000,080.50,000.00
01257,000628500,080.50,000.00
01258,000629000,080.00,000.00
01259,000629500,080.00,000.00
01260,000630000,080.00,000.00
01261,000630500,079.50,000.00
01262,000631000,079.50,000.00
01263,000631500,080.00,000.00
01264,000632000,080.00,000.00
01265,000632500,080.00,000.00
01266,000633000,079.50,000.00
01267,000633500,079.50,000.00
01268,000634000,079.75,000.00
01269,000634500,079.75,000.00
01270,000635000,079.25,000.00
01271,000635500,079.25,000.00
01272,000636000,079.25,000.00
01273,000636500,079.50,000.00
01274,000637000,079.50,000.00
01275,000637500,079.75,000.00
01276,000638000,079.75,000.00
01277,000638500,079.75,000.00
01278,000639000,079.25,000.00
01279,000639500,079.25,000.00
01280,000640000,078.75,000.00
01281,000640500,078.75,000.00
01282,000641000,078.75,000.00
01283,000641500,079.00,000.00
01284,000642000,079.00,000.00
01285,000642500,079.00,000.00
01286,000643000,079.00,000.00
01287,000643500,079.00,000.00
01288,000644000,079.00,000.00
01289,000644500,079.00,000.00
01290,000645000,079.00,000.00
01291,000645500,079.00,000.00
01292,000646000,079.00,000.00
01293,000646500,079.00,000.00
01294,000647000,079.00,000.00
01295,000647500,078.25,000.00
01296,000648000,078.25,000.00
01297,000648500,078.00,000.00
01298,000649000,078.00,000.00
01299,000649500,078.75,000.00
01300,000650000,078.75,000.00
01301,000650500,078.75,000.00
01302,000651000,078.00,000.00
01303,000651500,078.00,000.00
01304,000652000,078.25,000.00
01305,000652500,078.25,000.00
01306,000653000,078.25,000.00
01307,000653500,077.75,000.00
01308,000654000,077.75,000.00
01309,000654500,078.25,000.00
01310,000655000,078.25,000.00
01311,000655500,078.25,000.00
01312,000656000,077.50,000.00
01313,000656500,077.50,000.00
01314,000657000,077.75,000.00
01315,000657500,077.75,000.00
01316,000658000,077.75,000.00
01317,000658500,077.75,000.00
01318,000659000,077.75,000.00
01319,000659500,077.50,000.00
01320,000660000,077.50,000.00
01321,000660500,077.75,000.00
01322,000661000,077.75,000.00
01323,000661500,077.75,000.00
01324,000662000,077.75,000.00
01325,000662500,077.75,000.00
01326,000663000,077.50,000.00
01327,000663500,077.50,000.00
01328,000664000,077.50,000.00
01329,000664500,077.50,000.00
01330,000665000,077.50,000.00
01331,000665500,077.50,000.00
01332,000666000,077.50,000.00
01333,000666500,076.50,000.00
01334,000667000,076.50,000.00
01335,000667500,076.50,000.00
01336,000668000,077.00,000.00
01337,000668500,077.00,000.00
01338,000669000,076.75,000.00
01339,000669500,076.75,000.00
01340,000670000,076.75,000.00
01341,000670500,076.75,000.00
01342,000671000,076.75,000.00
01343,000671500,076.25,000.00
01344,000672000,076.25,000.00
01345,000672500,077.00,000.00
01346,000673000,077.00,000.00
01347,000673500,077.00,000.00
01348,000674000,076.50,000.00
01349,000674500,076.50,000.00
01350,000675000,076.50,000.00
01351,000675500,076.50,000.00
01352,000676000,076.50,000.00
01353,000676500,076.50,000.00
01354,000677000,076.50,000.00
01355,000677500,076.00,000.00
01356,000678000,076.00,000.00
01357,000678500,076.00,000.00
01358,000679000,076.50,000.00
01359,000679500,076.50,000.00
01360,000680000,076.25,000.00
01361,000680500,076.25,000.00
01362,000681000,075.50,000.00
01363,000681500,075.50,000.00
01364,000682000,075.50,000.00
01365,000682500,075.75,000.00
01366,000683000,075.75,000.00
01367,000683500,075.50,000.00
01368,000684000,075.50,000.00
01369,000684500,075.50,000.00
01370,000685000,075.75,000.00
01371,000685500,075.75,000.00
01372,000686000,075.25,000.00
01373,000686500,075.25,000.00
01374,000687000,075.25,000.00
01375,000687500,075.25,000.00
01376,000688000,075.25,000.00
01377,000688500,075.50,000.00
01378,000689000,075.50,000.00
01379,000689500,074.50,000.00
01380,000690000,074.50,000.00
01381,000690500,074.50,000.00
01382,000691000,075.00,000.00
01383,000691500,075.00,000.00
01384,000692000,075.00,000.00
01385,000692500,075.00,000.00
01386,000693000,075.00,000.00
01387,000693500,075.00,000.00
01388,000694000,075.00,000.00
01389,000694500,074.75,000.00
01390,000695000,074.75,000.00
01391,000695500,075.00,000.00
01392,000696000,075.00,000.00
01393,000696500,075.00,000.00
01394,000697000,074.75,000.00
01395,000697500,074.75,000.00
01396,000698000,074.50,000.00
01397,000698500,074.50,000.00
01398,000699000,074.50,000.00
01399,000699500,074.25,000.00
01400,000700000,074.25,000.00
01401,000700500,074.25,000.00
01402,000701000,074.25,000.00
01403,000701500,074.00,000.00
01404,000702000,074.00,000.00
01405,000702500,074.00,000.00
01406,000703000,073.75,000.00
01407,000703500,073.75,000.00
01408,000704000,073.75,000.00
01409,000704500,073.75,000.00
01410,000705000,073.75,000.00
01411,000705500,074.00,000.00
01412,000706000,074.00,000.00
01413,000706500,074.00,000.00
01414,000707000,074.00,000.00
01415,000707500,074.00,000.00
01416,000708000,073.50,000.00
01417,000708500,073.50,000.00
01418,000709000,073.50,000.00
01419,000709500,073.50,000.00
01420,000710000,073.50,000.00
01421,000710500,073.50,000.00
01422,000711000,073.50,000.00
01423,000711500,073.25,000.00
01424,000712000,073.25,000.00
01425,000712500,073.00,000.00
01426,000713000,073.00,000.00
01427,000713500,073.00,000.00
01428,000714000,073.25,000.00
01429,000714500,073.25,000.00
01430,000715000,073.00,000.00
01431,000715500,073.00,000.00
01432,000716000,073.00,000.00
01433,000716500,073.25,000.00
01434,000717000,073.25,000.00
01435,000717500,073.00,000.00
01436,000718000,073.00,000.00
01437,000718500,072.75,000.00
01438,000719000,072.75,000.00
01439,000719500,072.75,000.00
01440,000720000,072.75,000.00
